
Found '9' columns in '/group/ctbrowngrp/2025-ccbaumler-team-tartrate/updated/final_results.csv' file
=== 20201 Unique values (of 594573 values) for column 1: contig ===
    136 GCA_963693395.1_lcl|OY856303.1_cds_CAK5456711.1_425
     73 GCF_037482115.1_lcl|NZ_CP148034.1_cds_WP_000133044.1_1126
     73 GCF_037287125.1_lcl|NZ_JAXBUP010000012.1_cds_WP_000133044.1_2052
     73 GCF_037052965.1_lcl|NZ_JBALJK010000007.1_cds_WP_000133044.1_4279
     73 GCF_036914395.1_lcl|NZ_JAYKUT010000001.1_cds_WP_000133044.1_94
     73 GCF_036634055.1_lcl|NZ_JAVDCJ010000004.1_cds_WP_000133044.1_762
     73 GCF_036246785.1_lcl|NZ_BLCS01000015.1_cds_WP_000133044.1_858
     73 GCF_033843525.1_lcl|NZ_JAWXVT010000001.1_cds_WP_000133044.1_609
     73 GCF_033802505.1_lcl|NZ_CP138419.1_cds_WP_000133044.1_3974
     73 GCF_032599005.1_lcl|NZ_JANFIZ010000007.1_cds_WP_000133044.1_1418
     73 GCF_032029155.1_lcl|NZ_JAVUOP010000011.1_cds_WP_000133044.1_2013
     73 GCF_031118715.1_lcl|NZ_JAVHZJ010000001.1_cds_WP_000133044.1_546
     72 GCF_963679115.1_lcl|NZ_CAVMCU010000013.1_cds_WP_000133044.1_2908
     72 GCF_949281695.1_lcl|NZ_CASDMZ010000008.1_cds_WP_000133044.1_2597
     72 GCF_949281475.1_lcl|NZ_CASDMD010000011.1_cds_WP_000133044.1_4453
     72 GCF_916159795.1_lcl|NZ_CAJZOB010000001.1_cds_WP_000133044.1_339
     72 GCF_907175875.1_lcl|NZ_CAJSJE010000008.1_cds_WP_000133044.1_1840
     72 GCF_905331185.2_lcl|NZ_OW968288.1_cds_WP_000133044.1_535
     72 GCF_900536615.1_lcl|NZ_UNQH01000012.1_cds_WP_000133044.1_1239
     72 GCF_900480505.1_lcl|NZ_UDBB01000013.1_cds_WP_000133044.1_698
     72 GCF_900465555.1_lcl|NZ_UBJI01000023.1_cds_WP_000133044.1_3284
     72 GCF_900449965.1_lcl|NZ_UGER01000001.1_cds_WP_000133044.1_901
     72 GCF_900447975.1_lcl|NZ_UFYL01000003.1_cds_WP_000133044.1_2792
     72 GCF_900195715.1_lcl|NZ_FZFO01000009.1_cds_WP_000133044.1_2549
     72 GCF_900108745.1_lcl|NZ_FUVF01000243.1_cds_WP_000133044.1_419
     72 GCF_041383225.1_lcl|NZ_JBGFIO010000016.1_cds_WP_000133044.1_1203
     72 GCF_041320165.1_lcl|NZ_CP100978.1_cds_WP_000133044.1_541
     72 GCF_041320005.1_lcl|NZ_CP100918.1_cds_WP_000133044.1_546
     72 GCF_041233395.1_lcl|NZ_CP158140.1_cds_WP_000133044.1_902
     72 GCF_040272625.1_lcl|NZ_JBEPGP010000008.1_cds_WP_000133044.1_5136
     72 GCF_038435445.1_lcl|NZ_JARMYG010000001.1_cds_WP_000133044.1_95
     72 GCF_037544385.1_lcl|NZ_JARFOT010000020.1_cds_WP_000133044.1_2494
     72 GCF_037196965.1_lcl|NZ_JBBEZC010000304.1_cds_WP_000133044.1_4098
     72 GCF_037168005.1_lcl|NZ_JBANOK010000009.1_cds_WP_000133044.1_1730
     72 GCF_036409075.1_lcl|NZ_JAZGLZ010000009.1_cds_WP_000133044.1_4649
     72 GCF_036247945.1_lcl|NZ_BLBT01000021.1_cds_WP_000133044.1_1095
     72 GCF_035823795.1_lcl|NZ_JASTZP010000008.1_cds_WP_000133044.1_1935
     72 GCF_033344125.1_lcl|NZ_JAWPHN010000009.1_cds_WP_000133044.1_4515
     72 GCF_031702345.1_lcl|NZ_JASNGZ010000027.1_cds_WP_000133044.1_1926
     72 GCF_031627395.1_lcl|NZ_JANFIU010000013.1_cds_WP_000133044.1_2188
     72 GCF_030929995.1_lcl|NZ_JASSVL010000001.1_cds_WP_000133044.1_4114
     71 GCF_963679105.1_lcl|NZ_CAVMCS010000014.1_cds_WP_000133044.1_2753
     71 GCF_949281895.1_lcl|NZ_CASDNW010000032.1_cds_WP_000133044.1_3542
     71 GCF_948144235.1_lcl|NZ_CANUFZ010000001.1_cds_WP_000133044.1_95
     71 GCF_932909995.1_lcl|NZ_CAKOED010000053.1_cds_WP_000133044.1_3584
     71 GCF_904810385.1_lcl|NZ_CAJGGZ010000048.1_cds_WP_000133044.1_3541
     71 GCF_904387335.1_lcl|NZ_CAJFLF010000009.1_cds_WP_000133044.1_1129
     71 GCF_902502415.1_lcl|NZ_CABVXX010000066.1_cds_WP_000133044.1_3141
     71 GCF_900448565.1_lcl|NZ_UGAE01000003.1_cds_WP_000133044.1_564
     71 GCF_900195685.1_lcl|NZ_FZGI01000010.1_cds_WP_000133044.1_3415
     71 GCF_900195395.1_lcl|NZ_FZGJ01000005.1_cds_WP_000133044.1_2504
     71 GCF_041806975.1_lcl|NZ_JBGUBN010000023.1_cds_WP_000133044.1_3378
     71 GCF_041020275.1_lcl|NZ_JBEJHA010000007.1_cds_WP_000133044.1_1957
     71 GCF_040529135.1_lcl|NZ_CP156813.1_cds_WP_000133044.1_3250
     71 GCF_040141265.1_lcl|NZ_JBEEYD010000015.1_cds_WP_000133044.1_686
     71 GCF_040141205.1_lcl|NZ_JBEEXY010000001.1_cds_WP_000133044.1_45
     71 GCF_040119905.1_lcl|NZ_JBEEDK010000010.1_cds_WP_000133044.1_428
     71 GCF_039737695.1_lcl|NZ_JBALBO010000010.1_cds_WP_000133044.1_1581
     71 GCF_037153525.1_lcl|NZ_JBBBRR010000002.1_cds_WP_000133044.1_458
     71 GCF_037153455.1_lcl|NZ_JBBBRL010000019.1_cds_WP_000133044.1_2097
     71 GCF_036861065.1_lcl|NZ_JAYXLI010000001.1_cds_WP_000133044.1_1204
     71 GCF_036499785.1_lcl|NZ_AP027637.1_cds_WP_000133044.1_550
     71 GCF_036496145.1_lcl|NZ_AP027523.1_cds_WP_000133044.1_619
     71 GCF_036493855.1_lcl|NZ_AP027474.1_cds_WP_000133044.1_536
     71 GCF_036038705.1_lcl|NZ_JAYXCW010000046.1_cds_WP_000133044.1_2615
     71 GCF_033947595.1_lcl|NZ_JAULDB010000016.1_cds_WP_000133044.1_1045
     71 GCF_032463745.1_lcl|NZ_CP136025.1_cds_WP_000133044.1_553
     71 GCF_032027745.1_lcl|NZ_JASANO010000018.1_cds_WP_000133044.1_3055
     71 GCF_031701145.1_lcl|NZ_JASNIH010000025.1_cds_WP_000133044.1_1688
     71 GCF_031460875.1_lcl|NZ_JAVKUM010000021.1_cds_WP_000133044.1_1510
     71 GCF_031020825.1_lcl|NZ_JARRZI010000003.1_cds_WP_000133044.1_1000
     71 GCF_030709595.1_lcl|NZ_JAUGQN010000007.1_cds_WP_000133044.1_1258
     71 GCF_030515595.1_lcl|NZ_CP082100.1_cds_WP_000133044.1_3337
     71 GCF_030511075.1_lcl|NZ_JAUKYS010000016.1_cds_WP_000133044.1_938
     70 GCF_963679255.1_lcl|NZ_CAVMDF010000013.1_cds_WP_000133044.1_2726
     70 GCF_963679165.1_lcl|NZ_CAVMCR010000012.1_cds_WP_000133044.1_2681
     70 GCF_946909525.1_lcl|NZ_CAMPQR010000594.1_cds_WP_000133044.1_5003
     70 GCF_916160505.1_lcl|NZ_CAJZPV010000006.1_cds_WP_000140327.1_1805
     70 GCF_907176055.1_lcl|NZ_CAJSJP010000014.1_cds_WP_000133044.1_48
     70 GCF_907175575.1_lcl|NZ_CAJSID010000023.1_cds_WP_000133044.1_1063
     70 GCF_907175555.1_lcl|NZ_CAJSII010000017.1_cds_WP_000133044.1_1962
     70 GCF_900480065.1_lcl|NZ_UCZJ01000013.1_cds_WP_000133044.1_2094
     70 GCF_900479855.1_lcl|NZ_UCYM01000003.1_cds_WP_000133044.1_2726
     70 GCF_900479135.1_lcl|NZ_UCWD01000006.1_cds_WP_000133044.1_3984
     70 GCF_900450375.1_lcl|NZ_UGGB01000001.1_cds_WP_000133044.1_737
     70 GCF_900196175.1_lcl|NZ_FZIC01000009.1_cds_WP_000133044.1_1452
     70 GCF_900039545.1_lcl|NZ_FCPA01000007.1_cds_WP_000133044.1_1414
     70 GCF_041383145.1_lcl|NZ_JBGFIL010000016.1_cds_WP_000133044.1_1106
     70 GCF_041320185.1_lcl|NZ_CP100987.1_cds_WP_000133044.1_526
     70 GCF_041320105.1_lcl|NZ_CP100954.1_cds_WP_000133044.1_557
     70 GCF_041084325.1_lcl|NZ_JBCEXU010000016.1_cds_WP_000133044.1_814
     70 GCF_040940005.1_lcl|NZ_JBFQDV010000004.1_cds_WP_000133044.1_3411
     70 GCF_040813315.1_lcl|NZ_JBFOBP010000006.1_cds_WP_000133044.1_386
     70 GCF_040352075.1_lcl|NZ_JBERBO010000084.1_cds_WP_000133044.1_3053
     70 GCF_040136685.1_lcl|NZ_JBEEQP010000021.1_cds_WP_000133044.1_1807
     70 GCF_037287145.1_lcl|NZ_JAXBUR010000002.1_cds_WP_000133044.1_524
     70 GCF_037282485.1_lcl|NZ_JAXBRV010000007.1_cds_WP_000133044.1_4567
     70 GCF_036576515.1_lcl|NZ_JAVIAW010000001.1_cds_WP_000133044.1_74
     70 GCF_036506655.1_lcl|NZ_AP027854.1_cds_WP_000133044.1_537
     70 GCF_036247165.1_lcl|NZ_BLDJ01000049.1_cds_WP_000133044.1_1734
     70 GCF_035066365.1_lcl|NZ_JAVXZK010000023.1_cds_WP_000133044.1_2772
     70 GCF_033401435.1_lcl|NZ_CP137709.1_cds_WP_000133044.1_539
     70 GCF_032143895.1_lcl|NZ_JAVSRG010000020.1_cds_WP_000133044.1_2939
     70 GCF_030510635.1_lcl|NZ_JAUKXV010000004.1_cds_WP_000133044.1_3414
     69 GCF_963679775.1_lcl|NZ_CAVMFD010000016.1_cds_WP_000133044.1_2713
     69 GCF_963575365.1_lcl|NZ_OY754357.1_cds_WP_000133044.1_634
     69 GCF_904830965.1_lcl|NZ_LR882973.1_cds_WP_000133044.1_594
     69 GCF_902703345.1_lcl|NZ_CACRYV010000362.1_cds_WP_000133044.1_4427
     69 GCF_900490545.1_lcl|NZ_UEMF01000024.1_cds_WP_000133044.1_578
     69 GCF_900450585.1_lcl|NZ_UGGE01000001.1_cds_WP_000133044.1_724
     69 GCF_900449785.1_lcl|NZ_UGEF01000002.1_cds_WP_000133044.1_543
     69 GCF_900184875.1_lcl|NZ_LT883142.1_cds_WP_000133044.1_440
     69 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_000133044.1_544
     69 GCF_041320035.1_lcl|NZ_CP100930.1_cds_WP_000133044.1_556
     69 GCF_041320025.1_lcl|NZ_CP100927.1_cds_WP_000133044.1_542
     69 GCF_041319975.1_lcl|NZ_CP100906.1_cds_WP_000133044.1_538
     69 GCF_041316845.1_lcl|NZ_CP100895.1_cds_WP_000133044.1_554
     69 GCF_040141365.1_lcl|NZ_JBEEYI010000025.1_cds_WP_000133044.1_1803
     69 GCF_038757125.1_lcl|NZ_JAUDFI010000001.1_cds_WP_000133044.1_603
     69 GCF_037286805.1_lcl|NZ_JAXBUB010000042.1_cds_WP_000133044.1_3897
     69 GCF_037106045.1_lcl|NZ_JAGIST010000018.1_cds_WP_000133044.1_2685
     69 GCF_036872275.1_lcl|NZ_JAXAVH010000001.1_cds_WP_000133044.1_691
     69 GCF_036247765.1_lcl|NZ_BLEN01000127.1_cds_WP_000133044.1_3707
     69 GCF_033341035.1_lcl|NZ_JAWOZN010000019.1_cds_WP_000133044.1_3394
     68 GCF_963679275.1_lcl|NZ_CAVMDD010000013.1_cds_WP_000133044.1_2719
     68 GCF_963679065.1_lcl|NZ_CAVMCK010000007.1_cds_WP_000133044.1_1288
     68 GCF_963575575.1_lcl|NZ_OY754443.1_cds_WP_000133044.1_537
     68 GCF_949281785.1_lcl|NZ_CASDNJ010000003.1_cds_WP_000133044.1_1928
     68 GCF_932909795.1_lcl|NZ_CAKOEB010000012.1_cds_WP_000133044.1_1488
     68 GCF_907176785.1_lcl|NZ_CAJSKH010000009.1_cds_WP_000133044.1_1645
     68 GCF_907175855.1_lcl|NZ_CAJSIZ010000029.1_cds_WP_000133044.1_2243
     68 GCF_907175215.1_lcl|NZ_CAJSGM010000005.1_cds_WP_000133044.1_685
     68 GCF_907175075.1_lcl|NZ_CAJSGG010000006.1_cds_WP_000133044.1_1130
     68 GCF_900479385.1_lcl|NZ_UINM01000002.1_cds_WP_000133044.1_2517
     68 GCF_900195575.1_lcl|NZ_FZGF01000008.1_cds_WP_000133044.1_2225
     68 GCF_900156555.1_lcl|NZ_FUEI01000130.1_cds_WP_000133044.1_3127
     68 GCF_040712465.1_lcl|NZ_JALMNC010000024.1_cds_WP_000133044.1_2185
     68 GCF_039682535.1_lcl|NZ_JBDKNV010000002.1_cds_WP_000133044.1_277
     68 GCF_038435525.1_lcl|NZ_JARMYH010000005.1_cds_WP_000133044.1_608
     68 GCF_037477995.1_lcl|NZ_CP139182.1_cds_WP_000133044.1_545
     68 GCF_037167345.1_lcl|NZ_JBANNC010000006.1_cds_WP_000133044.1_1198
     68 GCF_036923935.1_lcl|NZ_JAYKFX010000011.1_cds_WP_000133044.1_2353
     68 GCF_036881145.1_lcl|NZ_JBAKAF010000002.1_cds_WP_000133044.1_1719
     68 GCF_036631655.1_lcl|NZ_JAPVEG010000125.1_cds_WP_000133044.1_4270
     68 GCF_036247905.1_lcl|NZ_BLBX01000025.1_cds_WP_000133044.1_734
     68 GCF_031825155.1_lcl|NZ_JAVLGV010000018.1_cds_WP_000133044.1_3092
     68 GCF_031118865.1_lcl|NZ_JAVHZP010000001.1_cds_WP_000133044.1_1822
     68 GCF_030501055.1_lcl|NZ_JAHQZA010000006.1_cds_WP_000133044.1_4054
     67 GCF_905133805.1_lcl|NZ_CAJHSL010000010.1_cds_WP_000133044.1_2546
     67 GCF_900607345.1_lcl|NZ_UWVA01000001.1_cds_WP_000133044.1_2894
     67 GCF_900479965.1_lcl|NZ_UCZF01000009.1_cds_WP_000133044.1_517
     67 GCF_900479635.1_lcl|NZ_UCXS01000002.1_cds_WP_000133044.1_2857
     67 GCF_900478525.1_lcl|NZ_UCUG01000001.1_cds_WP_000133044.1_4938
     67 GCF_900195505.1_lcl|NZ_FZFV01000011.1_cds_WP_000133044.1_2979
     67 GCF_900094025.1_lcl|NZ_FLYY01000004.1_cds_WP_000133044.1_3632
     67 GCF_041227745.1_lcl|NZ_JBGFEX010000001.1_cds_WP_000133044.1_3921
     67 GCF_038374765.1_lcl|NZ_JBBYWI010000030.1_cds_WP_000133044.1_2615
     67 GCF_037914955.1_lcl|NZ_CP149794.1_cds_WP_000133044.1_541
     67 GCF_037282175.1_lcl|NZ_JAXBRO010000003.1_cds_WP_000133044.1_3013
     67 GCF_037094525.1_lcl|NZ_CP146654.1_cds_WP_000133044.1_535
     67 GCF_036681905.1_lcl|NZ_JAQMVK010000001.1_cds_WP_000133044.1_1780
     67 GCF_032745875.1_lcl|NZ_JAWIHY010000008.1_cds_WP_000133044.1_1286
     67 GCF_030927765.1_lcl|NZ_JAUGRT010000022.1_cds_WP_000133044.1_2548
     67 GCF_030769985.1_lcl|NZ_JAVCAG010000010.1_cds_WP_000133044.1_56
     67 GCF_030511165.1_lcl|NZ_JAUKYX010000004.1_cds_WP_000133044.1_4076
     66 GCF_963679025.1_lcl|NZ_CAVMCH010000014.1_cds_WP_000133044.1_2497
     66 GCF_916160425.1_lcl|NZ_CAJZPK010000003.1_cds_WP_000133044.1_694
     66 GCF_907176085.1_lcl|NZ_CAJSJR010000064.1_cds_WP_000672380.1_2553
     66 GCF_907175885.1_lcl|NZ_CAJSJI010000017.1_cds_WP_000133044.1_2485
     66 GCF_900478885.1_lcl|NZ_UCVP01000002.1_cds_WP_000133044.1_2056
     66 GCF_900450015.1_lcl|NZ_UGEP01000007.1_cds_WP_000133044.1_519
     66 GCF_900449885.1_lcl|NZ_UGEH01000001.1_cds_WP_000133044.1_591
     66 GCF_900195565.1_lcl|NZ_FZEY01000022.1_cds_WP_000133044.1_4396
     66 GCF_041679545.1_lcl|NZ_JBEJGU010000008.1_cds_WP_000133044.1_1659
     66 GCF_040049055.1_lcl|NZ_JAQFLW010000010.1_cds_WP_000133044.1_1495
     66 GCF_036498465.1_lcl|NZ_AP027599.1_cds_WP_000133044.1_2320
     66 GCF_034422715.1_lcl|NZ_CP139808.1_cds_WP_000133044.1_2989
     66 GCF_030510315.1_lcl|NZ_JAUKXD010000005.1_cds_WP_000133044.1_4125
     65 GCF_963281005.1_lcl|NZ_CAUJMF010000001.1_cds_WP_000133044.1_536
     65 GCF_949281815.1_lcl|NZ_CASDNM010000014.1_cds_WP_000133044.1_2341
     65 GCF_916159975.1_lcl|NZ_CAJZON010000014.1_cds_WP_000133044.1_2298
     65 GCF_907176045.1_lcl|NZ_CAJSKE010000014.1_cds_WP_000133044.1_2212
     65 GCF_907175555.1_lcl|NZ_CAJSII010000010.1_cds_WP_000140327.1_1264
     65 GCF_904842655.1_lcl|NZ_CAJGWN010000001.1_cds_WP_000133044.1_1984
     65 GCF_900482255.1_lcl|NZ_UDHT01000011.1_cds_WP_000133044.1_4158
     65 GCF_900482185.1_lcl|NZ_UDHD01000005.1_cds_WP_000133044.1_2891
     65 GCF_900479495.1_lcl|NZ_UCXJ01000004.1_cds_WP_000133044.1_3578
     65 GCF_900479395.1_lcl|NZ_UCXF01000008.1_cds_WP_000133044.1_3063
     65 GCF_900448535.1_lcl|NZ_UGAV01000006.1_cds_WP_000133044.1_571
     65 GCF_900195775.1_lcl|NZ_FZGV01000035.1_cds_WP_000140327.1_3090
     65 GCF_040939915.1_lcl|NZ_JBFQDT010000004.1_cds_WP_000133044.1_3197
     65 GCF_040352395.1_lcl|NZ_JBERCF010000118.1_cds_WP_000133044.1_3700
     65 GCF_040142105.1_lcl|NZ_JBEEZV010000003.1_cds_WP_000133044.1_2774
     65 GCF_039682675.1_lcl|NZ_JBDKNO010000005.1_cds_WP_000672380.1_936
     65 GCF_037199445.1_lcl|NZ_JBBBXS010000023.1_cds_WP_000672380.1_1974
     65 GCF_037151975.1_lcl|NZ_JBBCNC010000004.1_cds_WP_000133044.1_1320
     65 GCF_037106135.1_lcl|NZ_JAGISR010000001.1_cds_WP_000133044.1_82
     65 GCF_036681905.1_lcl|NZ_JAQMVK010000001.1_cds_WP_000672380.1_3330
     65 GCF_036599975.1_lcl|NZ_JAWCYL010000043.1_cds_WP_000133044.1_1066
     65 GCF_036494325.1_lcl|NZ_AP027479.1_cds_WP_000133044.1_554
     65 GCF_031628935.1_lcl|NZ_JAVKNQ010000001.1_cds_WP_000672380.1_523
     65 GCF_027945195.1_lcl|NZ_CP116046.1_cds_WP_000672380.1_821
     64 GCF_949281875.1_lcl|NZ_CASDNT010000065.1_cds_WP_000133044.1_4137
     64 GCF_907177085.1_lcl|NZ_CAJSKQ010000005.1_cds_WP_000140327.1_911
     64 GCF_907175825.1_lcl|NZ_CAJSJN010000003.1_cds_WP_000140327.1_642
     64 GCF_907175575.1_lcl|NZ_CAJSID010000104.1_cds_WP_000672380.1_3843
     64 GCF_907175565.1_lcl|NZ_CAJSIQ010000006.1_cds_WP_000140327.1_813
     64 GCF_900636045.1_lcl|NZ_LR134216.1_cds_WP_000672380.1_1996
     64 GCF_900490545.1_lcl|NZ_UEMF01000002.1_cds_WP_000672380.1_4089
     64 GCF_900488885.1_lcl|NZ_UEDE01000005.1_cds_WP_000140327.1_1385
     64 GCF_900479965.1_lcl|NZ_UCZF01000011.1_cds_WP_000672380.1_5152
     64 GCF_900479685.1_lcl|NZ_UCZC01000004.1_cds_WP_000672380.1_840
     64 GCF_900479295.1_lcl|NZ_UCWS01000014.1_cds_WP_000133044.1_163
     64 GCF_900448735.1_lcl|NZ_UGAT01000002.1_cds_WP_000133044.1_532
     64 GCF_900196525.1_lcl|NZ_FZJI01000003.1_cds_WP_000133044.1_1375
     64 GCF_900196485.1_lcl|NZ_FZJA01000005.1_cds_WP_000140327.1_4188
     64 GCF_900196365.1_lcl|NZ_FZIQ01000022.1_cds_WP_000133044.1_136
     64 GCF_040932725.1_lcl|NZ_JBFQYV010000002.1_cds_WP_000133044.1_396
     64 GCF_037196945.1_lcl|NZ_JBBEZE010000202.1_cds_WP_000672380.1_608
     64 GCF_036599995.1_lcl|NZ_JAWCYN010000110.1_cds_WP_000672380.1_4511
     64 GCF_036599935.1_lcl|NZ_JAWCYJ010000077.1_cds_WP_000133044.1_2860
     64 GCF_033344115.1_lcl|NZ_JAWPHP010000007.1_cds_WP_000133044.1_5108
     64 GCF_032490055.1_lcl|NZ_JAUERD010000002.1_cds_WP_000133044.1_493
     64 GCF_031702185.1_lcl|NZ_JASNHI010000027.1_cds_WP_000133044.1_2976
     64 GCF_030510485.1_lcl|NZ_JAUKXO010000006.1_cds_WP_000133044.1_4031
     64 GCF_022969515.1_lcl|NZ_JALJTD010000001.1_cds_WP_000672380.1_1185
     63 GCF_963679025.1_lcl|NZ_CAVMCH010000002.1_cds_WP_000140327.1_446
     63 GCF_947859055.1_lcl|NZ_CANUDR010000023.1_cds_WP_000672380.1_2783
     63 GCF_907175915.1_lcl|NZ_CAJSJG010000009.1_cds_WP_000140327.1_1112
     63 GCF_907175615.1_lcl|NZ_CAJSIJ010000121.1_cds_WP_000140327.1_2077
     63 GCF_907175515.1_lcl|NZ_CAJSHP010000002.1_cds_WP_000133044.1_490
     63 GCF_905134105.1_lcl|NZ_CAJHTL010000002.1_cds_WP_000133044.1_677
     63 GCF_900480535.1_lcl|NZ_UDBR01000009.1_cds_WP_000140327.1_2000
     63 GCF_900479645.1_lcl|NZ_UCXV01000024.1_cds_WP_000133044.1_491
     63 GCF_900478985.1_lcl|NZ_UCVX01000004.1_cds_WP_000133044.1_1459
     63 GCF_900478475.1_lcl|NZ_UCUD01000002.1_cds_WP_000133044.1_1729
     63 GCF_041320055.1_lcl|NZ_CP100936.1_cds_WP_000140327.1_2794
     63 GCF_040406525.1_lcl|NZ_JARVDM010000002.1_cds_WP_000672380.1_2651
     63 GCF_040327855.1_lcl|NZ_JBEQCR010000065.1_cds_WP_000672380.1_3327
     63 GCF_039751875.1_lcl|NZ_JBDMEY010000003.1_cds_WP_000672380.1_909
     63 GCF_037106135.1_lcl|NZ_JAGISR010000003.1_cds_WP_000672380.1_873
     63 GCF_031702345.1_lcl|NZ_JASNGZ010000001.1_cds_WP_000672380.1_8
     63 GCF_030511645.1_lcl|NZ_JAUKZV010000001.1_cds_WP_000133044.1_1465
     63 GCF_030510355.1_lcl|NZ_JAUKXI010000014.1_cds_WP_000672380.1_608
     63 GCF_029594275.1_lcl|NZ_JARFSN010000013.1_cds_WP_000672380.1_684
     63 GCF_024354565.1_lcl|NZ_JAHATM010000075.1_cds_WP_000672380.1_1035
     62 GCF_963679015.1_lcl|NZ_CAVMCJ010000002.1_cds_WP_000672380.1_770
     62 GCF_947859305.1_lcl|NZ_CANUDY010000004.1_cds_WP_000672380.1_804
     62 GCF_947859095.1_lcl|NZ_CANUDM010000003.1_cds_WP_000140327.1_880
     62 GCF_946960475.1_lcl|NZ_CAMPTC010000010.1_cds_WP_000140327.1_1399
     62 GCF_946909575.1_lcl|NZ_CAMPQW010000254.1_cds_WP_000140327.1_1868
     62 GCF_907177205.1_lcl|NZ_CAJSLI010000002.1_cds_WP_000133044.1_590
     62 GCF_905133685.1_lcl|NZ_CAJHRY010000003.1_cds_WP_000140327.1_407
     62 GCF_900636045.1_lcl|NZ_LR134216.1_cds_WP_000140327.1_2773
     62 GCF_900479495.1_lcl|NZ_UCXJ01000002.1_cds_WP_000672380.1_1756
     62 GCF_900479005.1_lcl|NZ_UCVT01000002.1_cds_WP_000140327.1_3297
     62 GCF_900478505.1_lcl|NZ_UCUE01000007.1_cds_WP_000140327.1_2037
     62 GCF_900449595.1_lcl|NZ_UGDG01000002.1_cds_WP_000140327.1_98
     62 GCF_900449235.1_lcl|NZ_UGBM01000005.1_cds_WP_000672380.1_2180
     62 GCF_900449175.1_lcl|NZ_UGCH01000001.1_cds_WP_000140327.1_4840
     62 GCF_900447915.1_lcl|NZ_UFYM01000003.1_cds_WP_000140327.1_3146
     62 GCF_900196485.1_lcl|NZ_FZJA01000008.1_cds_WP_000672380.1_1784
     62 GCF_900093995.1_lcl|NZ_FLZJ01000009.1_cds_WP_000140327.1_3394
     62 GCF_039555035.1_lcl|NZ_JAUIQQ010000001.1_cds_WP_000672380.1_223
     62 GCF_037197005.1_lcl|NZ_JBBEZA010000190.1_cds_WP_000672380.1_2718
     62 GCF_036631635.1_lcl|NZ_JAPUCI010000029.1_cds_WP_000133044.1_3583
     62 GCF_036506815.1_lcl|NZ_AP027865.1_cds_WP_000133044.1_528
     62 GCF_036505475.1_lcl|NZ_AP027818.1_cds_WP_000133044.1_535
     62 GCF_033947595.1_lcl|NZ_JAULDB010000021.1_cds_WP_000672380.1_752
     62 GCF_032744835.1_lcl|NZ_JAWICH010000018.1_cds_WP_000672380.1_2607
     62 GCF_032647605.1_lcl|NZ_WAIN01000232.1_cds_WP_000133044.1_4706
     62 GCF_032490015.1_lcl|NZ_JAUERB010000018.1_cds_WP_000672380.1_2540
     62 GCF_030510285.1_lcl|NZ_JAUKXF010000008.1_cds_WP_000133044.1_4381
     61 GCF_963679255.1_lcl|NZ_CAVMDF010000001.1_cds_WP_000672380.1_222
     61 GCF_949281895.1_lcl|NZ_CASDNW010000032.1_cds_WP_000140327.1_2233
     61 GCF_947859095.1_lcl|NZ_CANUDM010000001.1_cds_WP_000672380.1_265
     61 GCF_921293765.1_lcl|NZ_CAKLDG010000019.1_cds_WP_000140327.1_2428
     61 GCF_916159955.1_lcl|NZ_CAJZOM010000012.1_cds_WP_000672380.1_2051
     61 GCF_907177205.1_lcl|NZ_CAJSLI010000005.1_cds_WP_000140327.1_1224
     61 GCF_902807205.1_lcl|NZ_CADCYK010000008.1_cds_WP_000140327.1_1488
     61 GCF_900636295.1_lcl|NZ_LR134247.1_cds_WP_000133044.1_574
     61 GCF_900490255.1_lcl|NZ_UEJW01000012.1_cds_WP_000140327.1_976
     61 GCF_900482185.1_lcl|NZ_UDHD01000002.1_cds_WP_000672380.1_1945
     61 GCF_900482015.1_lcl|NZ_UDGS01000004.1_cds_WP_000672380.1_3297
     61 GCF_900480395.1_lcl|NZ_UEJY01000014.1_cds_WP_000133044.1_1433
     61 GCF_900480395.1_lcl|NZ_UEJY01000002.1_cds_WP_000672380.1_2673
     61 GCF_900479235.1_lcl|NZ_UCWO01000005.1_cds_WP_000140327.1_3188
     61 GCF_900479125.1_lcl|NZ_UCVZ01000017.1_cds_WP_000140327.1_3554
     61 GCF_900478515.1_lcl|NZ_UCUF01000006.1_cds_WP_000133044.1_1012
     61 GCF_900449965.1_lcl|NZ_UGER01000001.1_cds_WP_000140327.1_3178
     61 GCF_900449785.1_lcl|NZ_UGEF01000002.1_cds_WP_000672380.1_1971
     61 GCF_900195785.1_lcl|NZ_FZGT01000002.1_cds_WP_000140327.1_696
     61 GCF_900087775.1_lcl|NZ_FLKT01000074.1_cds_WP_000140327.1_2200
     61 GCF_041316845.1_lcl|NZ_CP100895.1_cds_WP_000140327.1_3064
     61 GCF_041079325.1_lcl|NZ_JBFYGC010000009.1_cds_WP_000140327.1_1499
     61 GCF_040352395.1_lcl|NZ_JBERCF010000097.1_cds_WP_000672380.1_2165
     61 GCF_037167455.1_lcl|NZ_JBANNF010000009.1_cds_WP_000133044.1_1315
     61 GCF_036879815.1_lcl|NZ_JBAJKN010000002.1_cds_WP_000672380.1_1549
     61 GCF_036282145.1_lcl|NZ_JAWLNW010000020.1_cds_WP_000672380.1_1467
     61 GCF_034719175.1_lcl|NZ_JAXMRW010000013.1_cds_WP_000133044.1_505
